x y
0 0.000000000000000
1 0.000000000000000
2 0.000000000000000
3 0.000403290853363446
4 0.00153250524278109
5 0.00419422487497984
6 0.0145184707210840
7 0.0283110179061139
8 0.0549282142281013
9 0.0835618648169060
10 0.119777383448943
11 0.143571543797387
12 0.142926278432005
13 0.130827552831102
14 0.106791417970640
15 0.0758186804323278
16 0.0484755605742862
17 0.0237941603484433
18 0.0132279399903210
19 0.00508146475237942
20 0.00145184707210840
21 0.000564607194708824
22 0.000161316341345378
23 0.0000806581706726891
24 0.000000000000000
25 0.000000000000000
26 0.000000000000000
27 0.000000000000000
28 0.000000000000000
29 0.000000000000000
30 0.000000000000000
31 0.000000000000000
